state,district,latitude,longitude,region_id
Assam,Bajali,24.893,90.84237,3
Assam,Bajali,28.11396,95.47192,1
Assam,Bajali,24.6567,93.10195,4
Assam,Bajali,25.35289,93.31125,4
Assam,Bajali,26.72889,95.45266,1
Assam,Bajali,25.80388,94.09244,4
Assam,Bajali,24.54818,95.4161,4
Assam,Bajali,24.10616,93.04342,4
Assam,Bajali,25.48995,95.49082,4
Assam,Bajali,26.21603,92.78805,3
Assam,Bajali,25.6649,94.95357,4
Assam,Bajali,25.73676,93.87062,4
Assam,Bajali,27.16666,94.31148,1
Assam,Bajali,25.45681,93.80522,4
Assam,Bajali,24.57534,94.27484,4
Assam,Bajali,24.93563,89.63867,3
Assam,Bajali,25.01755,91.96637,3
Assam,Bajali,25.42574,94.34948,4
Assam,Bajali,24.41803,89.65452,3
Assam,Bajali,27.5074,90.06356,2
Assam,Bajali,27.36841,95.68994,1
Assam,Bajali,25.35849,93.60915,4
Assam,Bajali,26.72219,93.73946,1
Assam,Bajali,27.775,94.99997,1
Assam,Bajali,24.12127,91.23066,3
Assam,Bajali,26.98016,94.68624,1
Assam,Bajali,26.63539,93.87672,1
Assam,Bajali,26.14422,90.27622,2
Assam,Bajali,26.24603,90.36009,2
Assam,Bajali,28.02084,89.80307,2
Assam,Bajali,27.48553,90.44163,2
Assam,Bajali,24.84542,91.77113,3
Assam,Bajali,25.78247,90.0425,3
Assam,Bajali,28.21385,91.02289,2
Assam,Bajali,27.88755,95.99434,1
Assam,Bajali,25.24271,91.75845,3
Assam,Bajali,26.31838,92.91658,1
Assam,Bajali,26.47693,94.87227,1
Assam,Bajali,26.1606,93.29863,4
Assam,Bajali,24.36514,90.68903,3
Assam,Bajali,25.11306,90.21647,3
Assam,Bajali,26.81071,95.55667,1
Assam,Bajali,26.86445,90.63621,2
Assam,Bajali,28.06342,91.09333,2
Assam,Bajali,25.46176,89.78527,3
Assam,Bajali,27.61734,94.65203,1
Assam,Bajali,27.70033,91.45801,2
Assam,Bajali,26.73173,92.7994,1
Assam,Bajali,24.28788,95.19568,4
Assam,Bajali,26.67702,94.53129,1
Assam,Bajali,24.4378,95.68752,4
Assam,Bajali,24.54861,94.31343,4
Assam,Bajali,25.02892,94.63551,4
Assam,Bajali,24.89969,90.16178,3
Assam,Bajali,27.57246,90.78517,2
Assam,Bajali,27.92507,91.23693,2
Assam,Bajali,26.43561,94.14466,1
Assam,Bajali,26.7156,93.30844,1
Assam,Bajali,27.82283,93.4559,1
Assam,Bajali,27.9251,95.83418,1
Assam,Bajali,24.36617,90.35805,3
Assam,Bajali,25.48083,90.00334,3
Assam,Bajali,26.93941,95.99444,1
Assam,Bajali,26.05182,89.67998,3
Assam,Bajali,27.47282,93.35821,1
Assam,Bajali,27.06559,92.90254,1
Assam,Bajali,25.49224,91.32103,3
Assam,Bajali,26.6346,94.53344,1
Assam,Bajali,26.47592,94.43731,1
Assam,Bajali,27.69722,94.87583,1
Assam,Bajali,27.98021,95.59492,1
Assam,Bajali,27.21592,91.72717,2
Assam,Bajali,26.08171,95.58776,4
Assam,Bajali,28.11713,90.80575,2
Assam,Bajali,27.18767,92.86785,1
Assam,Bajali,26.81111,90.95567,2
Assam,Bajali,27.53656,89.69137,2
Assam,Bajali,25.22267,90.93691,3
Assam,Bajali,28.1866,95.06415,1
Assam,Bajali,27.1628,90.81322,2
Assam,Bajali,27.5891,90.02738,2
Assam,Bajali,25.89344,93.87107,4
Assam,Bajali,26.72643,95.48107,1
Assam,Bajali,25.67623,93.47431,4
Assam,Bajali,27.33041,91.59513,2
Assam,Bajali,25.99573,92.39068,3
Assam,Bajali,26.77223,91.8184,2
Assam,Bajali,27.84083,90.7191,2
Assam,Bajali,26.7585,90.54528,2
Assam,Bajali,27.93458,89.91411,2
Assam,Bajali,27.47039,95.85325,1
Assam,Bajali,25.06476,92.41942,3
Assam,Bajali,24.70013,90.4357,3
Assam,Bajali,26.94437,90.74368,2
Assam,Bajali,27.41981,93.94978,1
Assam,Bajali,24.82889,90.74435,3
Assam,Bajali,26.99457,95.94831,1
Assam,Bajali,26.65468,95.26059,1
Assam,Bajali,27.3903,95.23187,1
Assam,Bajali,26.26676,94.10899,1
Assam,Bajali,26.80165,95.98733,1
Assam,Bajali,28.0577,94.35688,1
Assam,Bajali,25.3765,93.47401,4
Assam,Bajali,25.68285,94.88683,4
Assam,Bajali,26.54923,93.75963,1
Assam,Bajali,27.64912,95.6251,1
Assam,Bajali,24.40281,92.89123,4
Assam,Bajali,26.57415,92.40896,2
Assam,Bajali,24.5288,95.79031,4
Assam,Bajali,26.41859,93.08815,1
Assam,Bajali,25.78602,92.70616,3
Assam,Bajali,26.02571,94.77964,4
Assam,Bajali,25.22524,90.6386,3
Assam,Bajali,27.33448,94.31337,1
Assam,Bajali,28.28578,92.55047,2
Assam,Bajali,27.67276,93.25899,1
Assam,Bajali,26.65544,94.09738,1
Assam,Bajali,24.69498,91.98882,3
Assam,Bajali,26.66016,93.16645,1
Assam,Bajali,26.8711,90.53826,2
Assam,Bajali,27.12852,94.87571,1
Assam,Bajali,27.0432,92.04218,2
Assam,Bajali,27.12049,92.03471,2
Assam,Bajali,26.94384,90.21959,2
Assam,Bajali,24.14983,95.08353,4
Assam,Bajali,25.5708,90.1603,3
Assam,Bajali,28.24756,90.58525,2
Assam,Bajali,28.07131,91.9212,2
Assam,Bajali,24.86993,92.14436,3
Assam,Bajali,27.08902,92.12603,2
Assam,Bajali,26.33277,93.15439,1
Assam,Bajali,25.4691,95.94898,4
Assam,Bajali,27.64557,93.41659,1
Assam,Bajali,27.33574,94.481,1
Assam,Bajali,26.92523,91.60519,2
Assam,Bajali,26.33372,94.06112,1
Assam,Bajali,25.04819,95.00044,4
Assam,Bajali,27.04292,91.49444,2
Assam,Bajali,25.93615,90.2307,3
Assam,Bajali,25.88514,93.60689,4
Assam,Bajali,25.00127,94.62975,4
Assam,Bajali,25.81817,89.73055,3
Assam,Bajali,27.38623,91.68669,2
Assam,Bajali,27.32283,89.61359,2
Assam,Bajali,27.63588,92.21956,2
Assam,Bajali,27.60597,95.13977,1
Assam,Bajali,27.41278,94.08248,1
Assam,Bajali,28.27545,92.20793,2
Assam,Bajali,25.56441,89.72931,3
Assam,Bajali,26.02082,93.21598,4
Assam,Bajali,25.83719,90.62921,3
Assam,Bajali,25.03982,89.74618,3
Assam,Bajali,27.26323,93.23592,1
Assam,Bajali,25.19534,93.63357,4
Assam,Bajali,26.90622,90.27489,2
Assam,Bajali,27.03078,91.29966,2
Assam,Bajali,28.07639,90.48993,2
Assam,Bajali,25.38024,92.75343,3
Assam,Bajali,24.91597,90.99194,3
Assam,Bajali,26.59311,92.47392,2
Assam,Bajali,25.25376,91.17256,3
Assam,Bajali,27.36459,94.48373,1
Assam,Bajali,26.05311,95.97987,4
Assam,Bajali,28.03248,90.42404,2
Assam,Bajali,27.27557,92.99786,1
Assam,Bajali,25.85685,95.96187,4
Assam,Bajali,28.27527,94.52089,1
Assam,Bajali,28.20708,90.90811,2
Assam,Bajali,27.78755,90.95993,2
Assam,Bajali,27.63338,94.69166,1
Assam,Bajali,25.06361,95.29861,4
Assam,Bajali,26.77367,90.02699,2
Assam,Bajali,26.34674,92.786,1
Assam,Bajali,27.47819,92.51598,2
Assam,Bajali,24.81653,95.31171,4
Assam,Bajali,24.84209,92.48694,3
Assam,Bajali,26.1343,94.89358,4
Assam,Bajali,27.54901,94.45997,1
Assam,Bajali,26.75505,95.46866,1
Assam,Bajali,25.61917,92.29677,3
Assam,Bajali,27.00321,91.65137,2
Assam,Bajali,28.21782,89.78639,2
Assam,Bajali,26.05942,94.24382,4
Assam,Bajali,24.85014,95.43708,4
Assam,Bajali,24.72345,91.31247,3
Assam,Bajali,26.73382,90.06988,2
Assam,Bajali,27.12387,95.60257,1
Assam,Bajali,28.28803,94.55068,1
Assam,Bajali,24.25839,95.05236,4
Assam,Bajali,27.83146,95.50839,1
Assam,Bajali,27.19649,93.87101,1
Assam,Bajali,27.88784,95.20885,1
Assam,Bajali,25.29184,94.47216,4
Assam,Bajali,27.18239,90.98715,2
Assam,Bajali,26.44048,94.37083,1
Assam,Bajali,27.76301,95.78131,1
Assam,Bajali,24.95234,91.76636,3
Assam,Bajali,25.50739,92.81592,3
Assam,Bajali,24.33229,92.11885,3
Assam,Bajali,25.90691,91.29309,3
Assam,Bajali,26.38294,94.19372,1
Assam,Bajali,25.27416,95.54077,4
Assam,Bajali,24.2505,92.77477,3
Assam,Bajali,25.17578,90.18687,3
Assam,Bajali,25.04092,93.73877,4
Assam,Bajali,27.4179,92.74114,1
Assam,Bajali,27.5515,94.46506,1
Assam,Bajali,27.84506,91.39972,2
Assam,Bajali,26.95318,90.5237,2
Assam,Bajali,25.64474,95.47562,4
Assam,Bajali,28.09139,92.31165,2
Assam,Bajali,27.28343,93.48346,1
Assam,Bajali,25.46737,93.95813,4
Assam,Bajali,26.42899,90.76782,2
Assam,Bajali,24.68716,93.63177,4
Assam,Bajali,26.95913,95.58136,1
Assam,Bajali,28.04806,95.99515,1
Assam,Bajali,27.10032,89.80396,2
Assam,Bajali,27.18808,92.24422,2
Assam,Bajali,26.60151,94.15263,1
Assam,Bajali,26.638,92.29667,2
Assam,Bajali,27.88909,95.25421,1
Assam,Bajali,27.36901,89.87368,2
Assam,Bajali,25.47086,90.20994,3
Assam,Bajali,25.47708,95.44195,4
Assam,Bajali,27.49561,90.99257,2
Assam,Bajali,24.40924,93.80148,4
Assam,Bajali,27.28364,91.93915,2
Assam,Bajali,26.89899,94.35769,1
Assam,Bajali,24.31842,92.33303,3
Assam,Bajali,26.05385,91.14668,3
Assam,Bajali,28.20175,94.80983,1
Assam,Bajali,26.82817,94.32428,1
Assam,Bajali,25.96904,91.4736,3
Assam,Bajali,25.84602,94.62992,4
Assam,Bajali,24.45003,90.58158,3
Assam,Bajali,27.85764,90.32972,2
Assam,Bajali,26.4842,95.79649,1
Assam,Bajali,27.68033,89.74204,2
Assam,Bajali,24.45685,94.54058,4
Assam,Bajali,24.77864,93.96218,4
Assam,Bajali,26.06024,91.85258,3
Assam,Bajali,24.11345,95.58344,4
Assam,Bajali,25.52942,90.57713,3
Assam,Bajali,27.47992,92.83573,1
Assam,Bajali,24.42368,94.11596,4
Assam,Bajali,28.04665,90.32428,2
Assam,Bajali,27.12393,94.01175,1
Assam,Bajali,26.91991,95.35483,1
Assam,Bajali,25.15559,90.13741,3
Assam,Bajali,27.78357,95.56952,1
Assam,Bajali,25.44491,92.73318,3
Assam,Bajali,27.75312,93.7858,1
Assam,Bajali,25.97912,92.29005,3
Assam,Bajali,25.19054,90.00796,3
Assam,Bajali,28.06043,92.4704,2
Assam,Bajali,28.01657,95.4387,1
Assam,Bajali,26.99879,91.72315,2
Assam,Bajali,24.33738,93.95777,4
Assam,Bajali,27.41146,95.92023,1
Assam,Bajali,25.05076,93.65442,4
Assam,Bajali,24.85712,95.78024,4
Assam,Bajali,28.04304,94.08763,1
Assam,Bajali,24.18033,92.91182,4
Assam,Bajali,26.12348,91.98009,3
Assam,Bajali,26.08684,90.38099,3
Assam,Bajali,25.11812,92.98539,4
Assam,Bajali,24.57096,91.82046,3
Assam,Bajali,26.13801,94.07775,4
Assam,Bajali,27.67912,94.56779,1
Assam,Bajali,28.03824,90.99533,2
Assam,Bajali,24.68966,93.35286,4
Assam,Bajali,25.27617,91.65987,3
Assam,Bajali,27.56991,94.42074,1
Assam,Bajali,24.25295,92.10325,3
Assam,Bajali,24.13908,91.81872,3
Assam,Bajali,26.70181,91.083,2
Assam,Bajali,25.04733,94.67155,4
Assam,Bajali,25.33879,93.80665,4
Assam,Bajali,24.69464,93.36542,4
Assam,Bajali,24.15399,92.70831,3
Assam,Bajali,24.82248,92.40469,3
Assam,Bajali,25.91852,95.152,4
Assam,Bajali,24.3346,92.69492,3
Assam,Bajali,27.08226,94.33697,1
Assam,Bajali,27.81555,94.48461,1
Assam,Bajali,27.65545,90.02629,2
Assam,Bajali,26.61942,89.69888,2
Assam,Bajali,26.74065,95.9607,1
Assam,Bajali,27.16538,90.09433,2
Assam,Bajali,27.39661,93.90104,1
Assam,Bajali,24.44072,91.57004,3
Assam,Bajali,28.21737,95.11247,1
Assam,Bajali,27.81517,94.06183,1
Assam,Bajali,25.16814,93.22407,4
Assam,Bajali,26.28727,94.46536,1
Assam,Bajali,26.76569,92.36696,2
Assam,Bajali,24.34611,92.41074,3
Assam,Bajali,27.91115,94.98976,1
Assam,Bajali,27.64677,90.61114,2
Assam,Bajali,25.27932,94.3388,4
Assam,Bajali,25.26431,91.21975,3
Assam,Bajali,26.61236,89.72197,2
Assam,Bajali,25.41068,92.47481,3
Assam,Bajali,24.66555,92.96764,4
Assam,Bajali,27.2879,90.05817,2
Assam,Bajali,24.16154,95.33207,4
Assam,Bajali,24.29698,92.64137,3
Assam,Bajali,28.24531,93.29727,1
Assam,Bajali,28.22105,90.84038,2
Assam,Bajali,26.37378,90.9195,2
Assam,Bajali,24.83788,91.30828,3
Assam,Bajali,27.96638,90.15148,2
Assam,Bajali,26.67332,89.60945,2
Assam,Bajali,25.62178,93.24643,4
Assam,Bajali,27.21164,93.18434,1
Assam,Bajali,24.95765,92.57652,3
Assam,Bajali,26.57933,95.73089,1
Assam,Bajali,24.283,95.72248,4
Assam,Bajali,27.7518,90.62479,2
Assam,Bajali,27.47125,91.23831,2
Assam,Bajali,25.11985,95.42272,4
Assam,Bajali,25.62218,95.37229,4
Assam,Bajali,27.27985,90.40393,2
Assam,Bajali,26.89334,95.20713,1
Assam,Bajali,27.17568,91.565,2
Assam,Bajali,25.45769,94.6029,4
Assam,Bajali,26.55137,94.85464,1
Assam,Bajali,26.80999,90.53438,2
Assam,Bajali,25.3081,90.83035,3
Assam,Bajali,27.64506,95.08412,1
Assam,Bajali,24.11213,91.14639,3
Assam,Bajali,26.92696,95.66174,1
Assam,Bajali,26.53261,90.42872,2
Assam,Bajali,27.49397,95.82142,1
Assam,Bajali,25.83796,93.04353,4
Assam,Bajali,25.84178,90.9555,3
Assam,Bajali,25.75728,95.31116,4
Assam,Bajali,25.00126,92.00119,3
Assam,Bajali,25.62251,95.5108,4
Assam,Bajali,25.59578,89.71415,3
Assam,Bajali,27.08026,94.67532,1
Assam,Bajali,27.69326,91.84001,2
Assam,Bajali,26.42937,95.63117,1
Assam,Bajali,25.70152,95.42642,4
Assam,Bajali,25.05309,89.85024,3
Assam,Bajali,25.28086,93.40675,4
Assam,Bajali,26.89003,90.36656,2
Assam,Bajali,24.45823,91.12508,3
Assam,Bajali,24.67141,92.51878,3
Assam,Bajali,27.98853,92.11856,2
Assam,Bajali,25.48052,92.32569,3
Assam,Bajali,26.19213,91.01139,2
Assam,Bajali,27.13302,93.12268,1
Assam,Bajali,27.3783,95.37322,1
Assam,Bajali,25.30039,92.09013,3
Assam,Bajali,24.55997,94.91905,4
Assam,Bajali,25.01247,95.52659,4
Assam,Bajali,26.96381,93.82184,1
Assam,Bajali,25.63424,92.2558,3
Assam,Bajali,26.1054,90.74796,3
Assam,Bajali,24.24873,90.52799,3
Assam,Bajali,26.56567,93.82854,1
Assam,Bajali,27.68108,91.3184,2
Assam,Bajali,26.35364,90.33853,2
Assam,Bajali,24.24853,95.10239,4
Assam,Bajali,24.54289,89.88172,3
Assam,Bajali,28.02801,95.84144,1
Assam,Bajali,27.01091,90.51013,2
Assam,Bajali,26.55747,89.80143,2
Assam,Bajali,28.25844,90.23679,2
Assam,Bajali,25.55645,92.99193,4
Assam,Bajali,27.85368,95.37065,1
Assam,Bajali,27.90285,93.93033,1
Assam,Bajali,24.19412,94.56863,4
Assam,Bajali,25.8745,90.48357,3
Assam,Bajali,25.90371,90.16087,3
Assam,Bajali,27.37136,89.70306,2
Assam,Bajali,27.53804,94.72283,1
Assam,Bajali,27.98933,93.00836,1
Assam,Bajali,28.26643,95.39553,1
Assam,Bajali,27.31758,91.6622,2
Assam,Bajali,25.41955,95.05433,4
Assam,Bajali,24.27111,93.61057,4
Assam,Bajali,25.77961,91.67597,3
Assam,Bajali,24.3645,91.41768,3
Assam,Bajali,24.80391,90.70442,3
Assam,Bajali,26.81609,90.21258,2
Assam,Bajali,26.2389,90.25443,2
Assam,Bajali,27.73152,94.18124,1
Assam,Bajali,27.23891,89.9534,2
Assam,Bajali,24.34214,93.61377,4
Assam,Bajali,27.15376,90.07444,2
Assam,Bajali,27.48154,92.56512,2
Assam,Bajali,26.42155,91.47239,2
Assam,Bajali,24.24168,92.82181,3
Assam,Bajali,28.29094,94.71262,1
Assam,Bajali,27.21915,92.86877,1
Assam,Bajali,26.69934,91.75638,2
Assam,Bajali,27.65938,91.17259,2
Assam,Bajali,25.43374,91.1712,3
Assam,Bajali,28.27371,95.92712,1
Assam,Bajali,27.02578,89.69475,2
Assam,Bajali,25.04253,92.3403,3
Assam,Bajali,26.29106,90.89081,2
Assam,Bajali,24.79735,93.14055,4
Assam,Bajali,26.91118,90.3097,2
Assam,Bajali,26.69326,95.54764,1
Assam,Bajali,27.68023,94.71207,1
Assam,Bajali,26.48822,95.19902,1
Assam,Bajali,24.7934,90.12281,3
Assam,Bajali,24.25038,92.09027,3
Assam,Bajali,28.11656,90.12304,2
Assam,Bajali,27.82516,89.69087,2
Assam,Bajali,26.11454,93.0598,4
Assam,Bajali,25.44504,90.31373,3
Assam,Bajali,26.43375,93.57384,1
Assam,Bajali,24.83813,91.38872,3
Assam,Bajali,26.37434,90.33216,2
Assam,Bajali,25.06812,94.73424,4
Assam,Bajali,25.30798,92.11653,3
Assam,Bajali,24.83721,94.96102,4
Assam,Bajali,25.81411,92.61537,3
Assam,Bajali,26.15227,94.12978,4
Assam,Bajali,26.01044,93.83096,4
Assam,Bajali,28.0968,93.95846,1
Assam,Bajali,28.22553,91.0686,2
Assam,Bajali,25.17675,93.57115,4
Assam,Bajali,26.27119,93.64472,1
Assam,Bajali,25.22168,94.74945,4
Assam,Bajali,25.56479,91.05088,3
Assam,Bajali,25.15778,91.25858,3
Assam,Bajali,24.77599,93.76989,4
Assam,Bajali,24.99344,95.87203,4
Assam,Bajali,27.15472,94.81585,1
Assam,Bajali,26.30719,92.94471,1
Assam,Bajali,26.94469,89.63613,2
Assam,Bajali,27.09101,91.39889,2
Assam,Bajali,25.68044,93.96783,4
Assam,Bajali,27.582,92.37395,2
Assam,Bajali,25.10681,94.73669,4
Assam,Bajali,26.36776,91.95651,2
Assam,Bajali,27.89577,95.46969,1
Assam,Bajali,27.00275,94.49122,1
Assam,Bajali,27.51533,94.89064,1
Assam,Bajali,28.13637,94.22489,1
Assam,Bajali,24.97896,95.5532,4
Assam,Bajali,25.06751,91.71492,3
Assam,Bajali,25.81611,91.47492,3
Assam,Bajali,26.27987,95.3823,1
Assam,Bajali,26.57646,89.87308,2
Assam,Bajali,25.18496,90.99688,3
Assam,Bajali,25.52752,90.6759,3
Assam,Bajali,25.38481,91.09087,3
Assam,Bajali,27.15995,91.77955,2
Assam,Bajali,25.98012,90.65464,3
Assam,Bajali,27.08572,89.73941,2
Assam,Bajali,24.65016,94.57817,4
Assam,Bajali,26.62484,93.31823,1
Assam,Bajali,24.14579,91.85541,3
Assam,Bajali,26.19055,93.86927,4
Assam,Bajali,25.21135,95.94037,4
Assam,Bajali,25.15547,92.21642,3
Assam,Bajali,24.73271,95.58714,4
Assam,Bajali,27.8447,92.17598,2
Assam,Bajali,27.34992,91.74093,2
Assam,Bajali,27.62971,89.72009,2
Assam,Bajali,27.53,95.1051,1
Assam,Bajali,24.7252,89.60707,3
Assam,Bajali,27.70425,94.50703,1
Assam,Bajali,27.12129,92.48311,2
Assam,Bajali,26.36849,93.2906,1
Assam,Bajali,26.61813,90.65828,2
Assam,Bajali,27.96356,93.61113,1
Assam,Bajali,26.77206,89.67862,2
Assam,Bajali,24.14869,94.97833,4
Assam,Bajali,25.56841,91.54002,3
Assam,Bajali,27.35362,92.98759,1
Assam,Bajali,25.78296,95.14764,4
Assam,Bajali,28.17518,90.97799,2
Assam,Bajali,26.028,92.71015,3
Assam,Bajali,27.37927,90.44282,2
Assam,Bajali,25.97042,94.04085,4
Assam,Bajali,27.90043,95.15922,1
Assam,Bajali,26.20398,90.94852,2
Assam,Bajali,26.43043,91.14584,2
Assam,Bajali,25.96012,92.89702,4
Assam,Bajali,26.65062,94.57219,1
Assam,Bajali,24.61935,93.36102,4
Assam,Bajali,27.26459,94.43285,1
Assam,Bajali,26.98568,93.72775,1
Assam,Bajali,27.87519,90.58192,2
Assam,Bajali,26.38519,94.57402,1
Assam,Bajali,24.87657,94.83133,4
Assam,Bajali,28.1743,93.19222,1
Assam,Bajali,26.827,94.83379,1
Assam,Bajali,26.0848,90.35508,3
Assam,Bajali,27.48588,91.57868,2
Assam,Bajali,27.47572,94.37089,1
Assam,Bajali,24.41456,91.31113,3
Assam,Bajali,26.12378,91.41998,3
Assam,Bajali,25.81581,91.65668,3
Assam,Bajali,25.05722,90.68465,3
Assam,Bajali,27.67194,93.66948,1
Assam,Bajali,25.20158,92.06754,3
Assam,Bajali,27.73116,94.4312,1
Assam,Bajali,24.107,92.18025,3
Assam,Bajali,26.42384,90.17889,2
Assam,Bajali,28.16597,94.17697,1
Assam,Bajali,24.31937,93.70814,4
Assam,Bajali,27.25664,95.93545,1
Assam,Bajali,25.45654,95.58384,4
Assam,Bajali,28.2573,95.61694,1
Assam,Bajali,28.11228,94.97038,1
Assam,Bajali,25.98339,94.95967,4
Assam,Bajali,26.64567,90.95021,2
Assam,Bajali,24.41518,95.57072,4
Assam,Bajali,27.55914,92.02207,2
Assam,Bajali,27.24254,89.84251,2
Assam,Bajali,25.27224,90.38051,3
Assam,Bajali,27.51557,94.04152,1
Assam,Bajali,25.04562,94.04531,4
Assam,Bajali,28.20501,93.02703,1
Assam,Bajali,25.08208,93.9011,4
Assam,Bajali,26.61278,90.7974,2
Assam,Bajali,26.93961,95.80252,1
Assam,Bajali,25.87155,90.61471,3
Assam,Bajali,26.49376,95.16282,1
Assam,Bajali,27.08803,90.63923,2
Assam,Bajali,28.04642,93.42243,1
Assam,Bajali,24.41703,91.61026,3
Assam,Bajali,25.89041,93.28688,4
Assam,Bajali,28.22541,91.63161,2
Assam,Bajali,25.56235,90.61583,3
Assam,Bajali,26.58083,93.13491,1
Assam,Bajali,24.9853,95.36297,4
Assam,Bajali,27.12521,94.08426,1
Assam,Bajali,27.09897,93.64173,1
Assam,Bajali,26.94122,94.40868,1
